2025-09-04 02:45:40 | [INFO] device=cuda:0 ddp=True world_size=2 arch=resnet18 modality=raw
2025-09-04 02:45:40 | [INFO] GPU=NVIDIA GeForce GTX 1080 Ti CC=(6, 1)
2025-09-04 02:45:40 | [INFO] Mixed precision DISABLED (accuracy-first).
2025-09-04 14:13:41 | [CKPT] Saved best → /home/ana/Downloads/Ana/satelite/models/resnet/raw/best.pt (recall1=1.0000, loss=12.25157)
2025-09-04 14:16:57 | [12/12] step 00100/01853 loss=0.63811 | 81.6 img/s
2025-09-04 14:20:12 | [12/12] step 00200/01853 loss=0.47091 | 81.7 img/s
2025-09-04 14:23:28 | [12/12] step 00300/01853 loss=0.34006 | 81.8 img/s
2025-09-04 14:26:43 | [12/12] step 00400/01853 loss=0.28525 | 81.8 img/s
2025-09-04 14:29:59 | [12/12] step 00500/01853 loss=0.31582 | 81.8 img/s
2025-09-04 14:33:14 | [12/12] step 00600/01853 loss=0.27871 | 81.8 img/s
2025-09-04 14:36:30 | [12/12] step 00700/01853 loss=0.24712 | 81.8 img/s
2025-09-04 14:39:45 | [12/12] step 00800/01853 loss=0.23918 | 81.8 img/s
2025-09-04 14:43:00 | [12/12] step 00900/01853 loss=0.22489 | 81.8 img/s
2025-09-04 14:46:16 | [12/12] step 01000/01853 loss=0.21064 | 81.8 img/s
2025-09-04 14:49:31 | [12/12] step 01100/01853 loss=0.20578 | 81.8 img/s
2025-09-04 14:52:47 | [12/12] step 01200/01853 loss=0.20249 | 81.8 img/s
2025-09-04 14:56:02 | [12/12] step 01300/01853 loss=0.19611 | 81.8 img/s
2025-09-04 14:59:17 | [12/12] step 01400/01853 loss=0.19510 | 81.9 img/s
2025-09-04 15:02:33 | [12/12] step 01500/01853 loss=0.19110 | 81.8 img/s
2025-09-04 15:05:48 | [12/12] step 01600/01853 loss=0.19941 | 81.9 img/s
2025-09-04 15:09:04 | [12/12] step 01700/01853 loss=0.20376 | 81.9 img/s
2025-09-04 15:12:19 | [12/12] step 01800/01853 loss=0.20245 | 81.9 img/s
2025-09-04 15:14:02 | [12/12] step 01853/01853 loss=0.19670 | 81.9 img/s
2025-09-04 15:14:47 | [VAL 12] loss=17.31688 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 15:14:48 | [OK] Training finished.
2025-09-04 15:14:48 | [INFO] Checkpoints at: /home/ana/Downloads/Ana/satelite/models/resnet/raw
2025-09-04 22:20:21 | [INFO] device=cuda:0 ddp=True world_size=2 arch=resnet18 modality=raw
2025-09-04 22:20:21 | [INFO] GPU=NVIDIA GeForce GTX 1080 Ti CC=(6, 1)
2025-09-04 22:20:21 | [INFO] Accuracy-first: no AMP/TF32 by default.
2025-09-04 22:20:24 | [INFO] train after rebalance: n=273916 pos=7510 pos_rate=0.027417
2025-09-04 22:23:53 | [01/12] step 00100/01712 loss=0.09117 | 77.5 img/s
2025-09-04 22:27:08 | [01/12] step 00200/01712 loss=0.09360 | 79.6 img/s
2025-09-04 22:30:24 | [01/12] step 00300/01712 loss=0.06843 | 80.3 img/s
2025-09-04 22:33:39 | [01/12] step 00400/01712 loss=0.06563 | 80.7 img/s
2025-09-04 22:36:55 | [01/12] step 00500/01712 loss=0.08513 | 80.9 img/s
2025-09-04 22:40:11 | [01/12] step 00600/01712 loss=0.07744 | 81.1 img/s
2025-09-04 22:43:26 | [01/12] step 00700/01712 loss=0.07053 | 81.2 img/s
2025-09-04 22:46:42 | [01/12] step 00800/01712 loss=0.07924 | 81.2 img/s
2025-09-04 22:49:57 | [01/12] step 00900/01712 loss=0.08311 | 81.3 img/s
2025-09-04 22:53:13 | [01/12] step 01000/01712 loss=0.08693 | 81.4 img/s
